# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
16.5; 5.869; 0.5; 2.2; 8.0; 0.5; 3.0; 10.7; 0.5; 2.4; 8.4; 0.5; 3.2; 11.1
16.8; 5.953; -0.9; 2.3; 8.2; -0.9; 3.1; 10.9; 0.5; 2.4; 8.2; 0.5; 3.1; 10.9
17.1; 6.038; -1.0; 2.3; 8.3; -1.0; 3.1; 11.0; -0.4; 2.4; 8.0; -0.4; 3.1; 10.7
17.4; 6.126; -1.0; 2.3; 8.3; -1.0; 3.1; 11.0; -0.4; 2.4; 8.0; -0.4; 3.1; 10.7
17.7; 6.217; -1.0; 2.3; 8.3; -1.0; 3.1; 11.0; -0.4; 2.4; 8.0; -0.4; 3.1; 10.6
18.0; 6.311; -1.0; 2.3; 8.3; -1.0; 3.1; 10.9; -0.4; 2.4; 8.0; -0.4; 3.1; 10.6
18.3; 6.408; -0.9; 2.3; 8.3; -0.9; 3.1; 10.9; -0.4; 2.4; 8.0; -0.4; 3.1; 10.6
18.6; 6.508; -0.8; 2.3; 8.2; -0.8; 3.2; 10.9; -0.3; 2.4; 8.0; -0.3; 3.1; 10.6
18.9; 6.611; -0.6; 2.3; 8.2; -0.6; 3.2; 10.8; -0.3; 2.4; 8.0; -0.3; 3.1; 10.6
19.2; 6.715; -0.4; 2.3; 8.1; -0.4; 3.2; 10.8; -0.2; 2.4; 8.0; -0.2; 3.2; 10.7
19.5; 6.822; -0.3; 2.4; 8.1; -0.3; 3.2; 10.8; -0.2; 2.4; 8.0; -0.2; 3.2; 10.7
